Date,Ticker,Raw_Momentum,Sector,Mom_Winsorized,Z_Momentum,Momentum_Quintile,Forward_Return,EV/EBIT,ROIC,Realized_Vol,Z_LowVol,Defensive_Quintile,Value_Quintile,Quality_Quintile
2023-10-01,CVX,-0.08576450078191067,Energy,-0.08576450078191067,-0.8577442753757238,2,-0.014616230977374745,7.56415,7.6865,0.25123143007105103,-0.008618952952701599,3,5,4
2023-10-01,D,-0.28038161684063356,Utilities,-0.23533681636631137,-1.8235228806692751,1,0.12450407794132823,15.7082,-0.3116,0.2432726719404103,-0.496627098882733,2,4,1
2023-10-01,DAL,0.2664325735245001,Industrials,0.2664325735245001,0.19126369392383816,4,0.18506751519285136,7.75247,9.0616,0.2635136573201282,-0.4884397868228324,2,5,4
2023-10-01,DASH,0.9326900898841903,Consumer Cyclical,0.6197699004857345,1.9199089368850026,5,0.253902697578932,999.0,-14.4929,0.37541942373286386,-1.2729823119993948,1,1,1
2023-10-01,DAY,0.09563369040911729,Technology,0.09563369040911729,-0.6646486235561434,2,0.07639430130374314,100.98412,0.1172,0.29621539793911983,-0.2313497050555083,2,1,2
2023-10-01,DD,0.3709692082349738,Basic Materials,0.3709692082349738,1.0476344985770019,5,-0.018386509889139258,19.49536,11.294,0.16309016765472845,1.1730365031097527,5,3,4
2023-10-01,DDOG,0.19836046201663726,Technology,0.19836046201663726,-0.25456976751402255,3,0.4308334104357605,999.0,-1.4296,0.5360746558028484,-1.755875793892945,1,1,1
2023-10-01,DE,0.047592341265055405,Industrials,0.047592341265055405,-0.7523268367880008,2,-0.002600060999910281,12.07568,10.9966,0.2545369061486804,-0.3295350505917359,2,4,4
2023-10-01,DECK,0.5119880565189594,Consumer Cyclical,0.5119880565189594,1.4117097251618316,5,0.11206576720418471,18.9513,32.5894,0.43929792740337475,-1.9801309033005154,1,3,5
2023-10-01,DELL,0.5140917578299942,Technology,0.5140917578299942,1.0058098451006101,5,0.14031264053073178,12.5732,3.5108,0.47284785874319757,-1.755875793892945,1,4,2
2023-10-01,DG,-0.4510797200811473,Consumer Defensive,-0.23533681636631137,-1.4209187126001614,1,0.10762156350716423,13.17769,7.2384,0.4336624009893434,-3.333116226170906,1,4,3
2023-10-01,DGX,-0.06613176824476719,Healthcare,-0.06613176824476719,-0.5538091684103162,2,0.060949201560063226,14.01426,4.0463,0.1852615924679604,0.7380604732587759,4,4,2
2023-10-01,DHI,0.5601501571113725,Consumer Cyclical,0.5601501571113725,1.6387975226534144,5,0.2228926030614633,6.24251,16.1851,0.291089650315226,-0.21763972990431718,2,5,5
2023-10-01,DHR,0.056348155757529605,Healthcare,0.056348155757529605,0.011848816810933055,3,0.16438935117889586,25.72579,8.2862,0.2268885658648199,0.22053948583553679,3,2,4
2023-10-01,DIS,-0.21456727495482308,Communication Services,-0.21456727495482308,-1.6702049355970428,1,0.13604621360138913,23.43464,1.4516,0.24220840203412544,0.5776433835796416,4,2,2
2023-10-01,DLR,0.3597862455890939,Real Estate,0.3597862455890939,1.9070301264442797,5,0.11595359811272243,87.55639,-1.5999,0.2558284229187578,-0.6173108428638872,2,1,1
2023-10-01,DLTR,-0.2280126144457315,Consumer Defensive,-0.2280126144457315,-1.3745161943570703,1,0.11252138277131696,18.71746,6.453,0.36632994370698263,-2.2916871708179474,1,3,3
2023-10-01,DOC,-0.09933903009482792,Real Estate,-0.09933903009482792,-0.8088035997588466,2,0.11382633781653806,43.41144,-2.9649,0.24609773042027638,-0.3730793168689029,2,1,1
2023-10-01,DOV,0.1469899157491199,Industrials,0.1469899157491199,-0.3237465474575862,3,0.08626395520034191,15.99353,9.4872,0.18656832325225547,0.8736318336047292,5,4,4
2023-10-01,DOW,0.21522958894462962,Basic Materials,0.21522958894462962,0.3903238630940365,4,0.07054196467591978,14.93248,-1.9125,0.2007652859952064,0.7144340745066685,4,4,1
2023-10-01,DPZ,0.17900106917443637,Consumer Cyclical,0.17900106917443637,-0.15834807172207732,3,0.15900170652018852,22.97902,33.4086,0.23759918665889024,0.45176517591668436,4,2,5
2023-10-01,DRI,0.12326213430851074,Consumer Cyclical,0.12326213430851074,-0.4211611923612502,2,0.08524872244328541,19.45086,4.4836,0.18465164289551386,1.1143757259783156,5,3,3
2023-10-01,DTE,-0.05427065945033682,Utilities,-0.05427065945033682,-0.42302397583665463,2,0.08020335995976557,19.69326,1.6858,0.19447595447879282,0.48293169243123196,4,3,2
2023-10-01,DUK,-0.0173149995268006,Utilities,-0.0173149995268006,-0.13718170618326345,3,0.03813704894792558,22.32318,-1.576,0.19232964319420995,0.5260173382918014,4,2,1
2023-10-01,DVA,0.4028214651718307,Healthcare,0.4028214651718307,1.6119918258199593,5,0.3137381156848511,16.63714,4.3399,0.49741103297532047,-2.328555728456974,1,3,3
2023-10-01,DVN,-0.3029536369813991,Energy,-0.23533681636631137,-1.8810458302341935,1,-0.03435695629658375,5.84546,8.6159,0.3118973228706244,-1.34715752018787,1,5,4
2023-10-01,DXCM,-0.16393438998574683,Healthcare,-0.16393438998574683,-1.00549816490513,1,0.3004614911837251,80.15136,8.4307,0.5299038440722162,-2.328555728456974,1,1,4
2023-10-01,EA,-0.042994898265247605,Communication Services,-0.042994898265247605,-0.9718322504455063,1,0.11487206678620265,19.78684,7.9293,0.1598553226072222,1.5082871819017902,5,3,4
2023-10-01,EBAY,0.14264005158645832,Consumer Cyclical,0.14264005158645832,-0.32979290691490476,3,0.04537346007030574,10.51835,16.1271,0.21724045395166014,0.7065439648626294,4,5,5
2023-10-01,ECL,0.18204326587073982,Basic Materials,0.18204326587073982,0.25025852064335063,4,0.14301900581063864,28.86677,3.7124,0.19199543154352267,0.821185605150612,4,2,2
2023-10-01,ED,0.037914429655313775,Utilities,0.037914429655313775,0.29000334264933736,4,0.026426583492741296,17.42921,2.7618,0.18894735579193145,0.5939143103014133,4,3,2
2023-10-01,EFX,0.22613573805626608,Industrials,0.22613573805626608,0.01751267943761775,3,0.28389440726264015,31.31146,3.2724,0.26062685130394364,-0.4373380976046643,2,1,2
2023-10-01,EG,0.13409172013924375,Financial Services,0.13409172013924375,0.5473955004691565,4,0.037738275973518975,11.21562,15.4368,0.22762144965003353,0.014953991239029773,3,5,5
2023-10-01,EIX,0.18488657547160892,Utilities,0.18488657547160892,1.4267940757300692,5,0.0623215112337816,18.60254,0.065,0.21070555411692485,0.15713422423999343,3,3,2
2023-10-01,EL,-0.19193957133257356,Consumer Defensive,-0.19193957133257356,-1.1459752476037062,1,-0.009156351975558086,33.08769,-2.6138,0.30703133702613783,-1.350237355432467,1,1,1
2023-10-01,ELV,-0.18442154280955614,Healthcare,-0.18442154280955614,-1.100115480221381,1,0.06532020069423772,12.63468,7.428,0.18502399928153865,0.7410143142519645,4,4,3
2023-10-01,EME,0.5961740136378062,Industrials,0.5961740136378062,1.6130356289185395,5,0.029301982604604593,14.67396,19.5976,0.2625216038269487,-0.47087864519709216,2,4,5
2023-10-01,EMR,0.15517830438921765,Industrials,0.15517830438921765,-0.28844003227611564,3,-0.0007868024569832599,15.03485,38.5084,0.16377862863831677,1.2770506587732005,5,4,5
2023-10-01,EOG,-0.01271615105600421,Energy,-0.01271615105600421,-0.35798274154973264,2,-0.019142064726908714,6.59332,25.8166,0.266391023664153,-0.3431018024018549,2,5,5
2023-10-01,EPAM,-0.26002859933035716,Technology,-0.23533681636631137,-1.9858622145049445,1,0.18669850507775343,20.07169,14.7608,0.30241326206157454,-0.30097442880243686,2,3,5
2023-10-01,EQIX,0.3994834128592599,Real Estate,0.3994834128592599,2.141848184645163,5,0.11700294914804821,99.40806,-1.377,0.2392642642638879,-0.201565535350239,2,1,1
2023-10-01,EQR,0.06313954298594204,Real Estate,0.06313954298594204,0.15229528093509453,3,0.027290702218475626,35.11442,-1.5124,0.17889970946590236,1.3135298534538635,5,1,1
2023-10-01,EQT,0.04627005198338496,Energy,0.04627005198338496,0.04557237524822838,3,-0.057102355887298284,4.03438,15.7885,0.307627477473869,-1.2529472073425467,1,5,5
2023-10-01,ERIE,0.10703351705388475,Financial Services,0.10703351705388475,0.3966147193039775,4,0.07480724026566343,33.53788,12.3076,0.24354540386770118,-0.2386802665357402,2,1,4
2023-10-01,ES,-0.14168846192822304,Utilities,-0.14168846192822304,-1.099177591279921,1,0.10448036404807248,17.51207,0.6554,0.2769611384276089,-1.1728986849659213,1,3,2
2023-10-01,ESS,0.10729911375010914,Real Estate,0.10729911375010914,0.4135095027775502,4,-0.002150273198683994,35.15201,-0.4601,0.1888392594279561,1.0640561952003917,5,1,1
2023-10-01,ETN,0.5585551737002039,Industrials,0.5585551737002039,1.450831537033813,5,0.09513724405779334,27.18174,6.1068,0.28132654100041227,-0.8037600545533035,1,2,3
2023-10-01,ETR,-0.08360110142185961,Utilities,-0.08360110142185961,-0.6498871984235055,2,0.060885094352552294,17.35645,1.3995,0.2083874804016813,0.20366787660025124,3,3,2
2023-10-01,EVRG,-0.07228659496675516,Utilities,-0.07228659496675516,-0.5623724791132101,2,0.038665112387747946,19.10818,0.5391,0.21366662715856533,0.09769282570856103,3,3,2
2023-10-01,EW,0.055778004949678994,Healthcare,0.055778004949678994,0.00921564766204465,3,0.06261766772335142,25.46164,19.9807,0.2723122041052776,-0.3441829572410285,2,2,5
2023-10-01,EXC,0.06685356060385539,Utilities,0.06685356060385539,0.5138398778172444,4,-0.011042784598983335,21.70564,1.1126,0.17603476036654744,0.8531253192707063,5,2,2
2023-10-01,EXE,-0.08263634465476466,Energy,-0.08263634465476466,-0.8363429417382683,2,-0.06703060536628092,2.64304,50.5704,0.22395870404882473,0.5931293100291765,4,5,5
2023-10-01,EXPD,0.20705901079250588,Industrials,0.20705901079250588,-0.06474193625715984,3,0.10151029543201995,11.62204,17.3468,0.19937776997684858,0.6468814520733827,4,4,5
2023-10-01,EXPE,0.15962339137017412,Consumer Cyclical,0.15962339137017412,-0.2497152280326274,3,0.42911115647085385,12.63713,8.5356,0.26703931386054874,0.08333753050684221,3,4,4
2023-10-01,EXR,-0.24695793628398544,Real Estate,-0.23533681636631137,-1.6132624135213265,1,0.2565883068079571,30.33968,-0.5971,0.2113513864606547,0.4990222945353595,4,2,1
2023-10-01,F,-0.0025566594057734315,Consumer Cyclical,-0.0025566594057734315,-1.0144059303643407,1,0.06871581140327332,37.31204,0.6482,0.3415447868901414,-0.8490591201738292,1,1,2
2023-10-01,FANG,0.006000408740802543,Energy,0.006000408740802543,-0.22993307763404372,3,-0.03686367793454026,7.22505,8.9571,0.22611031245801674,0.5456559983479995,4,5,4
2023-10-01,FAST,0.22288401997681695,Industrials,0.22288401997681695,0.0034919924888162516,3,0.034226255902651825,21.05741,8.9723,0.20661754638515742,0.5187243116378096,4,3,4
2023-10-01,FCX,0.27953994656049463,Basic Materials,0.27953994656049463,0.6617505060076412,4,0.10927453481025196,11.92876,3.6531,0.27705618417636263,-0.21422103600956854,2,4,2
2023-10-01,FDS,0.03246630545463014,Financial Services,0.03246630545463014,-0.01890815850044257,3,0.049943335415163936,27.52725,9.4009,0.1627162929441994,1.048753198509707,5,2,4
2023-10-01,FDX,0.6578988827869656,Industrials,0.6197699004857345,1.7147758581422832,5,0.07800917267776941,14.53573,4.6716,0.2232058867892172,0.22508067530722572,3,4,3
2023-10-01,FE,-0.014118078347050478,Utilities,-0.014118078347050478,-0.11245436515313388,3,0.03764051463956197,20.90263,-1.0899,0.20004245996804365,0.3711881229343268,3,3,1
2023-10-01,FFIV,0.14519627365667453,Technology,0.14519627365667453,-0.4667978868630531,2,0.12929617109975822,19.33163,12.7097,0.18407123367779293,1.0284401680778572,5,3,4
2023-10-01,FICO,0.8891279629388982,Technology,0.6197699004857345,1.4276703900274372,5,0.28577675276832637,38.39888,36.9483,0.2779104383581566,-0.02571793758809073,3,1,5
2023-10-01,FIS,-0.3101434333791321,Technology,-0.23533681636631137,-1.9858622145049445,1,0.19405396865556623,26.43984,-49.6748,0.22183163656507796,0.6042524854090925,4,2,1
2023-10-01,FISV,0.18152620122309426,Unknown,0.18152620122309426,0.0,3,0.1482197855855083,21.96969,5.6054,0.1764325152692074,0.0,3,2,3
2023-10-01,FITB,-0.2295709230328915,Financial Services,-0.2295709230328915,-1.4791003922961041,1,0.22100388248307334,0.0,0.0,0.3108301102158124,-1.310380569169248,1,5,1
2023-10-01,FOX,0.1306634649923053,Communication Services,0.1306634649923053,-0.2649687110622061,3,-0.00895742187587778,999.0,,0.2618343622307865,0.35585716416629487,3,1,
2023-10-01,FOXA,0.15321352610073036,Communication Services,0.15321352610073036,-0.17318035310808513,3,-0.027969738763171548,6.89309,3.9325,0.27622905567843853,0.19318768927803098,3,5,2
2023-10-01,FRT,0.022432564069694516,Real Estate,0.022432564069694516,-0.08849605007560224,3,0.048250886564413564,32.03984,-0.9041,0.2274257131780364,0.09557132286599977,3,1,1
2023-10-01,FSLR,0.29916868586791123,Technology,0.29916868586791123,0.14785036571580717,3,0.10761672277623635,156.2673,7.2993,0.43175350879804764,-1.7539393164579447,1,1,3
2023-10-01,FTNT,0.05335897909731413,Technology,0.05335897909731413,-0.8334066306751571,2,-0.08063664410187865,40.13034,153.6725,0.23995406467578706,0.40067121516789206,3,1,5
2023-10-01,FTV,0.23794377260240496,Technology,0.23794377260240496,-0.09655566399104831,3,0.05667897186959436,26.01005,5.6232,0.25355104902881853,0.24792726004610993,3,2,3
2023-10-01,GD,-0.07176042271228866,Industrials,-0.07176042271228866,-1.2669494760556783,1,0.029652085648098403,16.84344,6.1204,0.23241981909842466,0.061977403836056544,3,3,3
2023-10-01,GDDY,-0.09813431890432023,Technology,-0.09813431890432023,-1.438158414172368,1,0.3663798029734737,27.0781,10.5516,0.17000334521115024,1.18647410183965,5,2,4
2023-10-01,GE,0.8893402990118286,Industrials,0.6197699004857345,1.7147758581422832,5,0.12123730371178465,18.33425,15.9024,0.25213762309305,-0.28706339978878725,2,3,5
2023-10-01,GEN,-0.08378316793135587,Technology,-0.08378316793135587,-1.3808695158473456,1,0.3253300255237439,13.6288,9.1539,0.23788452065326088,0.4239197775764245,4,4,4
2023-10-01,GILD,0.001784921987868282,Healthcare,0.001784921987868282,-0.2401445537983096,3,-0.024700702139615394,11.24886,4.481,0.1756114712318709,0.85803413128196,5,5,3
2023-10-01,GIS,-0.14772050202923093,Consumer Defensive,-0.14772050202923093,-0.8658251107982994,2,-0.014898041220547387,14.02705,5.0281,0.17774933539831944,0.7022985029605047,4,4,3
2023-10-01,GL,-0.02663101310968763,Financial Services,-0.02663101310968763,-0.34822566084104734,3,0.06036330119382538,12.59035,12.8674,0.160318654350506,1.0869424118678348,5,4,4
2023-10-01,GLW,0.04625327324391293,Technology,0.04625327324391293,-0.8617721646263989,2,0.06464878530620477,23.89122,-1.9986,0.15455096023540593,1.336559695172164,5,2,1
2023-10-01,GM,-0.13996172252835126,Consumer Cyclical,-0.13996172252835126,-1.6622807689799444,1,0.12056735971271704,12.01003,4.9464,0.28018371623236693,-0.0811577239802275,2,4,3
2023-10-01,GNRC,0.025019358164616978,Industrials,0.025019358164616978,-0.8496565319888376,2,0.3925300359199555,25.50393,4.7744,0.3504824856736677,-2.0279453903426186,1,2,3
2023-10-01,GOOG,0.4509824638538167,Communication Services,0.4509824638538167,1.0388661116301903,5,0.0687948654269388,20.54732,22.7517,0.2979149566177572,-0.05187721127761632,2,3,5
2023-10-01,GOOGL,0.4408001585985455,Communication Services,0.4408001585985455,0.9974197902621397,5,0.06810130329901343,20.54732,22.7517,0.2949264166611996,-0.018104750114498542,3,3,5
2023-10-01,GPC,-0.12094857916973134,Consumer Cyclical,-0.12094857916973134,-1.5726324190202903,1,0.03042057556812816,14.03574,9.057,0.3200712566480676,-0.5803292287731363,2,4,4
2023-10-01,GPN,0.11720745766692753,Industrials,0.11720745766692753,-0.4521618993219651,2,0.09621532334500515,22.19264,1.5857,0.24154390149365687,-0.09953536160370638,2,2,2
2023-10-01,GRMN,0.23114086602603345,Technology,0.23114086602603345,-0.12371244214093839,3,0.1922363255931172,17.71833,5.4656,0.1546920850991088,1.336559695172164,5,3,3
2023-10-01,GS,-0.028328324086068668,Financial Services,-0.028328324086068668,-0.35768386004561475,2,0.1249299539806743,0.0,0.0,0.20889046767381242,0.31329814910280934,3,5,1
2023-10-01,GWW,0.23230781386542843,Industrials,0.23230781386542843,0.044125301021096505,3,0.07722334248631668,14.8785,25.9551,0.19740795583722082,0.6817507260794874,4,4,5
2023-10-01,HAL,0.07404623008349365,Energy,0.07404623008349365,0.23560357271155985,4,-0.05871890050451212,10.56895,12.0618,0.27487695728700423,-0.5303363242889851,2,5,4
2023-10-01,HAS,0.15519702901075494,Consumer Cyclical,0.15519702901075494,-0.270585847601461,3,0.044134739663590494,20.30621,-14.3276,0.41428839082197116,-1.7594069094904583,1,3,1
2023-10-01,HBAN,-0.23978208170173465,Financial Services,-0.23533681636631137,-1.511230607971755,1,0.16683940991995527,0.0,0.0,0.26695630531983916,-0.6115654514895688,2,5,1
2023-10-01,HCA,0.2838838021908423,Healthcare,0.2838838021908423,1.0626933235814353,5,0.10763259550429449,11.77964,12.6202,0.2425050739370392,0.026389634954289382,3,4,4
2023-10-01,HD,0.13839950735668594,Consumer Cyclical,0.13839950735668594,-0.3497873805250601,2,0.1011626189369621,15.18068,16.2983,0.1552854297275614,1.464889059833723,5,4,5
2023-10-01,HIG,0.009187770288969777,Financial Services,0.009187770288969777,-0.14862688762619786,3,0.06412548446872823,9.6906,10.0791,0.16232425827405259,1.0549974655570427,5,5,4
2023-10-01,HII,-0.12810143270473873,Industrials,-0.12810143270473873,-1.5098794116106273,1,0.07824585303297926,15.31065,5.2261,0.25898592156513844,-0.40829067250192,2,4,3
2023-10-01,HLT,0.1025441817650734,Consumer Cyclical,0.1025441817650734,-0.5188478412771711,2,0.10552357597206363,20.75426,14.1818,0.2240158694811122,0.6217532174215422,4,3,5
2023-10-01,HOLX,0.10235980087956342,Healthcare,0.10235980087956342,0.22434776052318342,4,0.07752765641181614,18.32171,5.8019,0.16651079813762257,0.971176859220639,5,3,3
2023-10-01,HON,-0.0645189277835595,Industrials,-0.0645189277835595,-1.235725756484563,1,0.06908216951026236,18.06458,6.8438,0.1618583881043372,1.3110423902720998,5,3,3
2023-10-01,HOOD,-0.06763698126813855,Financial Services,-0.06763698126813855,-0.5767298187801685,2,-0.03719914002369573,0.0,0.0,0.29694692221901625,-1.0892513172898277,1,5,1
2023-10-01,HPE,0.2186326107265235,Technology,0.2186326107265235,-0.17364461604301734,3,0.09947998615672637,11.51656,1.3371,0.29289796221108705,-0.1940827463824948,2,5,2
2023-10-01,HPQ,0.1051411766120387,Technology,0.1051411766120387,-0.6266953324625016,2,0.11431819695577428,8.296,13.3018,0.23130294204476246,0.4978550209734526,4,5,4
2023-10-01,HRL,-0.14783204383972537,Consumer Defensive,-0.14783204383972537,-0.8665317845017909,1,-0.05223711478462212,20.0211,2.6992,0.2939181576452951,-1.1420469611175361,1,3,2
2023-10-01,HSIC,0.11802515248480772,Healthcare,0.11802515248480772,0.2966961988406237,4,0.026931362105158563,15.14325,6.5518,0.16856289050394596,0.9456645343735125,5,4,3
2023-10-01,HST,-0.1319955385398225,Real Estate,-0.1319955385398225,-1.0019745091208714,1,0.12855315010862833,18.88908,2.1209,0.24424532210267413,-0.3265855539384225,2,3,2
2023-10-01,HSY,-0.08844942488589991,Consumer Defensive,-0.08844942488589991,-0.49031290233459,2,0.0030425024358224917,18.93431,12.0107,0.17081459854673997,0.8123973247389824,4,3,4
2023-10-01,HUBB,0.39062358350235193,Industrials,0.39062358350235193,0.726747776556834,4,0.11069972511619386,19.43982,11.0368,0.29298596070954996,-1.0101528773131836,1,3,4
2023-10-01,HUM,-0.1683910997260495,Healthcare,-0.1683910997260495,-1.026080913244917,1,-0.07414686667309511,11.77899,9.2429,0.18094201651594455,0.7917629413826192,4,4,4
2023-10-01,HWM,0.3957530150860036,Industrials,0.3957530150860036,0.7488647475557031,4,0.19274370571997324,21.10205,7.4465,0.15870920039913966,1.366788710079683,5,3,3
2023-10-01,IBKR,0.14055961376587933,Financial Services,0.14055961376587933,0.5834375853940453,4,-0.027850725892375028,0.0,0.0,0.21195375837141125,0.2645065329116622,3,5,1
2023-10-01,IBM,0.10244092885887945,Technology,0.10244092885887945,-0.6374745528382425,2,0.09623896063365023,20.14181,1.1666,0.16798320743648534,1.2091676510548064,5,3,2
2023-10-01,ICE,0.24919142039445963,Financial Services,0.24919142039445963,1.1887840901552906,5,0.05956810364174081,20.31649,3.3228,0.1679044387032748,0.9661172224924923,5,3,2
2023-10-01,IDXX,0.42184723664376556,Healthcare,0.42184723664376556,1.69985993682477,5,0.166095090747147,35.61562,37.2268,0.2877987579336843,-0.5367171718391244,2,1,5
2023-10-01,IEX,0.03028203003987806,Industrials,0.03028203003987806,-0.8269650584125681,2,0.056890356714734525,20.76927,9.6322,0.18176400959448694,0.958676877182119,5,3,4
2023-10-01,IFF,-0.25772063633977693,Basic Materials,-0.23533681636631137,-1.5113251299606931,1,0.10285279529596547,38.99664,-2.8557,0.5259970422863158,-2.099380964811876,1,1,1
2023-10-01,INCY,-0.13196123273944338,Healthcare,-0.13196123273944338,-0.8578341958389257,2,0.007602444744892134,21.40727,9.2004,0.21305527249527606,0.3925197923466457,3,2,4
2023-10-01,INTC,0.27316857706447983,Technology,0.27316857706447983,0.044059555314233924,3,0.22465736393910873,999.0,-3.8873,0.36910451273128436,-1.0501615378571396,1,1,1
2023-10-01,INTU,0.2768235543528488,Technology,0.2768235543528488,0.05864999636304568,3,0.15659269247945073,46.55294,6.237,0.24780646393167957,0.31245999947483644,3,1,3
2023-10-01,INVH,0.1004281043729125,Real Estate,0.1004281043729125,0.3728658702268231,4,0.12361063789408488,39.66943,-0.6658,0.2080083538546864,0.5829293705152085,4,1,1
2023-10-01,IP,0.08073384691223451,Consumer Cyclical,0.08073384691223451,-0.6216851520124363,2,0.09516766109145958,11.35369,-2.589,0.20218672405564408,0.8949334450518487,5,5,1
2023-10-01,IPG,0.12259592688518928,Communication Services,0.12259592688518928,-0.29780702897291955,3,0.08239454557005521,10.20289,5.5491,0.21452920805014308,0.8904364254793445,5,5,3
2023-10-01,IQV,0.061811450503397314,Healthcare,0.061811450503397314,0.037080350254401005,3,0.18398498001202435,25.19787,5.9069,0.23840371911793545,0.07737910218074331,3,2,3
2023-10-01,IR,0.37985038248044956,Industrials,0.37985038248044956,0.6802961238384684,4,0.17715899011666347,26.15304,6.1108,0.22512022024903258,0.19119350970795226,3,2,3
2023-10-01,IRM,0.3130032051461449,Real Estate,0.3130032051461449,1.6302974659301699,5,0.08599976593894576,29.2079,-3.1618,0.2044875951691142,0.6712972093480145,4,2,1
2023-10-01,ISRG,0.2686330633633176,Healthcare,0.2686330633633176,0.9922597217598721,5,0.18541680608210132,58.76438,12.536,0.31282533673702934,-0.8478562895129967,1,1,4
2023-10-01,IT,0.15818752359547839,Technology,0.15818752359547839,-0.41493762852829236,2,0.3096012081298958,24.48318,27.5138,0.16873493062847508,1.2007230452127997,5,2,5
2023-10-01,ITW,0.17794166345777707,Industrials,0.17794166345777707,-0.19028947813659391,3,0.08071565168538775,19.29885,14.2778,0.16908742739742885,1.1830753162011705,5,3,5
2023-10-01,IVZ,0.07460906654177868,Financial Services,0.07460906654177868,0.21593073368807986,4,0.10023131678431962,10.95171,1.3473,0.2714834978568086,-0.6836738677297846,2,5,2
2023-10-01,J,0.1777304068820731,Industrials,0.1777304068820731,-0.1912003696227104,3,-0.044039987493963983,21.26591,4.9749,0.20636869553739157,0.5231294218575173,4,3,3
2023-10-01,JBHT,0.10586403392159593,Industrials,0.10586403392159593,-0.5010722259170182,2,0.07796591654517471,17.60513,11.0805,0.2779111016980946,-0.7433005997814743,2,3,4
2023-10-01,JBL,0.7865198511757123,Technology,0.6197699004857345,1.4276703900274372,5,-0.06091208406899595,11.32531,12.2873,0.46712665799188213,-1.755875793892945,1,5,4
2023-10-01,JCI,0.0387450600708128,Industrials,0.0387450600708128,-0.7904743504843631,2,0.07711139169642212,15.60231,3.1337,0.19597066099451022,0.7071934451105872,4,4,2
2023-10-01,JKHY,-0.20498755227792242,Technology,-0.20498755227792242,-1.8647098478498663,1,0.12554062490973839,23.58378,11.4505,0.22480695828305666,0.5708287206121226,4,2,4
2023-10-01,JNJ,-0.05081049655135961,Healthcare,-0.05081049655135961,-0.48304981949891607,2,0.042604761037760897,15.64775,21.9131,0.14589890944256756,1.0938567109489528,5,4,5
2023-10-01,JPM,0.1989707279951003,Financial Services,0.1989707279951003,0.9089312408458368,4,0.13067500396127052,0.0,0.0,0.16187187245690327,1.062202996255768,5,5,1
2023-10-01,K,-0.18484649492642757,Consumer Defensive,-0.18484649492642757,-1.1010370262241171,1,0.04101448712784794,18.1643,0.124,0.21374871442359297,0.13075710200067928,3,3,2
2023-10-01,KDP,-0.11808961712237809,Consumer Defensive,-0.11808961712237809,-0.6780984898833587,2,0.04088355250918574,19.26058,2.0757,0.22088707558427906,0.01742545437777336,3,3,2
2023-10-01,KEY,-0.33840388881118366,Financial Services,-0.23533681636631137,-1.511230607971755,1,0.21232869117440556,0.0,0.0,0.37774851332572035,-2.3762464509879115,1,5,1
2023-10-01,KEYS,-0.2345678568843821,Technology,-0.2345678568843821,-1.9827925762815506,1,0.11339611627884594,15.95612,17.5697,0.3443079487268174,-0.7716052667654353,1,4,5
2023-10-01,KHC,-0.11254123964943208,Consumer Defensive,-0.11254123964943208,-0.642946716393265,2,0.11602026623626882,11.55802,1.4845,0.18798586125532504,0.5397790793569192,4,4,2
2023-10-01,KIM,-0.0830624328967533,Real Estate,-0.0830624328967533,-0.7125237084971285,2,0.07692302290502329,26.42387,-0.7614,0.2677590679888861,-0.9167591762725025,1,2,1
2023-10-01,KKR,0.303288018468431,Financial Services,0.303288018468431,1.490235272639233,5,0.3689531129771211,0.0,0.0,0.2644353668673144,-0.5714123372214691,2,5,1
2023-10-01,KLAC,0.6019068886932055,Technology,0.6019068886932055,1.3563623626581531,5,0.15950615097120657,16.37,27.035,0.2903689081161621,-0.1656722021657805,2,4,5
2023-10-01,KMB,0.06331105031768769,Consumer Defensive,0.06331105031768769,0.47116635446027766,4,0.03418597489946906,15.94303,1.9601,0.15050063377979608,1.037391577868734,5,4,2
2023-10-01,KMI,0.012214293086667105,Energy,0.012214293086667105,-0.1874206816201849,3,0.10364740095733738,13.79413,-0.0926,0.16721632121091304,1.845099145473548,5,4,1
2023-10-01,KO,0.022204163591106996,Consumer Defensive,0.022204163591106996,0.21073346608138513,4,0.03451921506174105,18.97647,4.4167,0.17113667942164418,0.807283832244129,4,3,3
2023-10-01,KR,-0.0025642782433128453,Consumer Defensive,-0.0025642782433128453,0.05381287779923978,3,-0.024245043478107187,10.74878,2.9106,0.1911501533620733,0.48954143657793303,4,5,2
2023-10-01,L,0.09241562507373224,Financial Services,0.09241562507373224,0.3151570864817809,4,0.09810955685122513,11.13841,5.3224,0.13951406448483814,1.1454876080806033,5,5,3
2023-10-01,LDOS,-0.02895854866008385,Technology,-0.02895854866008385,-1.162013060009282,1,0.08272799785156626,14.8933,-0.5536,0.22052515000132802,0.618929116629613,4,4,1
2023-10-01,LEN,0.4979767717080019,Consumer Cyclical,0.4979767717080019,1.345645501039331,5,0.20309015105312955,6.02801,11.697,0.2822901297833496,-0.10751837723189596,2,5,4
2023-10-01,LH,0.10185845102985769,Healthcare,0.10185845102985769,0.2220323398680383,4,0.08601618293711422,13.22243,2.6294,0.17314278236985567,0.8887257284185239,5,4,2
2023-10-01,LHX,-0.26499867329561266,Industrials,-0.23533681636631137,-1.9722545952576187,1,0.06354159677079751,23.6905,2.091,0.27756558064570647,-0.7371842520468218,2,2,2
